STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT22,WT22_ATTRIBUTES
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-03,0,",,0,0800",0,"P,,0",,,98,",,0",65,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-04,0,",,0,0800",0,"P,,0",,,98,",,0",64,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-05,0,",,0,0800",0,"P,,0",,,90,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-06,0,",,0,0800",0,"P,,0",,,86,",,0",55,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-07,0,",,0,0800",0,"P,,0",,,86,",,0",56,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-08,0,",,0,0800",0,"P,,0",,,89,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-09,0,",,0,0800",0,"P,,0",,,94,",,0",55,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-10,0,",,0,0800",0,"P,,0",,,93,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-11,0,",,0,0800",0,"P,,0",,,95,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-12,0,",,0,0800",0,"P,,0",,,96,",,0",63,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-13,0,",,0,0800",0,"P,,0",,,96,",,0",63,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-14,0,",,0,0800",0,"P,,0",,,99,",,0",59,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-15,0,",,0,0800",0,"P,,0",,,73,",,0",59,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-16,0,",,0,0800",0,"P,,0",,,83,",,0",58,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-17,0,",,0,0800",0,"P,,0",,,88,",,0",59,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-18,0,",,0,0800",0,"P,,0",,,91,",,0",61,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-19,0,",,0,0800",0,"P,,0",,,96,",,0",63,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-20,0,",,0,0800",0,"P,,0",,,93,",,0",58,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-21,0,",,0,0800",0,"P,,0",,,97,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-22,0,",,0,0800",0,"P,,0",,,95,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-23,0,",,0,0800",0,"P,,0",,,99,",,0",61,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-24,0,",,0,0800",0,"P,,0",,,101,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-25,0,",,0,0800",0,"P,,0",,,99,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-26,0,",,0,0800",0,"P,,0",,,97,",,0",59,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-27,0,",,0,0800",0,"P,,0",,,98,",,0",60,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-28,0,",,0,0800",0,"P,,0",,,101,",,0",59,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-29,0,",,0,0800",0,"P,,0",,,98,",,0",52,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-09-30,0,",,0,0800",0,"P,,0",,,82,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-01,0,",,0,0800",0,"P,,0",,,74,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-02,0,",,0,0800",0,"P,,0",,,79,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-03,0,",,0,0800",0,"P,,0",,,85,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-04,0,",,0,0800",0,"P,,0",,,83,",,0",42,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-05,0,",,0,0800",0,"P,,0",,,67,",,0",39,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-06,0,",,0,0800",0,"P,,0",,,69,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-07,0,",,0,0800",0,"P,,0",,,74,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-08,0,",,0,0800",0,"P,,0",,,78,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-09,0,",,0,0800",0,"P,,0",,,80,",,0",38,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-10,0,",,0,0800",0,"P,,0",,,79,",,0",45,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-11,0,",,0,0800",0,"P,,0",,,79,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-12,0,",,0,0800",0,"P,,0",,,79,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-13,0,",,0,0800",0,"P,,0",,,68,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-14,0.07,",,0,0800",0,"P,,0",,,78,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-15,0.11,",,0,0800",0,"P,,0",,,78,",,0",50,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-16,0,",,0,0800",0,"P,,0",,,76,",,0",53,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-17,0,",,0,0800",0,"P,,0",,,83,",,0",57,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-18,0,",,0,0800",0,"P,,0",,,83,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-19,0,",,0,0800",0,"P,,0",,,84,",,0",56,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-20,0,",,0,0800",0,"P,,0",,,84,",,0",51,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-21,0,",,0,0800",0,"P,,0",,,84,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-22,0,",,0,0800",0,"P,,0",,,74,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-23,0,",,0,0800",0,"P,,0",,,74,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-24,0,",,0,0800",0,"P,,0",,,76,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-25,0,",,0,0800",0,"P,,0",,,79,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-26,0,",,0,0800",0,"P,,0",,,78,",,0",47,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-27,0,",,0,0800",0,"P,,0",,,80,",,0",48,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-28,0,",,0,0800",0,"P,,0",,,64,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-29,0,",,0,0800",0,"P,,0",,,62,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-30,0,",,0,0800",0,"P,,0",,,70,",,0",33,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-10-31,0,",,0,0800",0,"P,,0",,,81,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-01,0,",,0,0800",0,"P,,0",,,72,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-02,0,",,0,0800",0,"P,,0",,,75,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-03,0,",,0,0800",0,"P,,0",,,77,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-04,0,",,0,0800",0,"P,,0",,,80,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-05,0,",,0,0800",0,"P,,0",,,83,",,0",43,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-06,0,",,0,0800",0,"P,,0",,,70,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-07,0,",,0,0800",0,"P,,0",,,69,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-08,0,",,0,0800",0,"P,,0",,,68,",,0",39,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-09,0,",,0,0800",0,"P,,0",,,68,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-10,0,",,0,0800",0,"P,,0",,,67,",,0",39,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-11,0,",,0,0800",0,"P,,0",,,64,",,0",40,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-12,0,",,0,0800",0,"P,,0",,,66,",,0",44,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-13,0,",,0,0800",0,"P,,0",,,66,",,0",39,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-14,0,",,0,0800",0,"P,,0",,,62,",,0",32,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-15,0,",,0,0800",0,"P,,0",,,61,",,0",32,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-16,0,",,0,0800",0,"P,,0",,,66,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-17,0,",,0,0800",0,"P,,0",,,70,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-18,0,",,0,0800",0,"P,,0",,,71,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-19,0,",,0,0800",0,"P,,0",,,52,",,0",35,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-20,0,",,0,0800",0,"P,,0",,,62,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-21,0.01,",,0,0800",0,"P,,0",,,71,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-22,0,",,0,0800",0,"P,,0",,,57,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-23,0,",,0,0800",0,"P,,0",,,74,",,0",36,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-24,0,",,0,0800",0,"P,,0",,,62,",,0",32,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-25,0,",,0,0800",0,"P,,0",,,67,",,0",32,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-26,0,",,0,0800",0,"P,,0",,,69,",,0",30,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-27,0,",,0,0800",0,"P,,0",,,71,",,0",34,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-28,0.15,",,0,0800",0,"P,,0",,,63,",,0",41,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-29,0,",,0,0800",0,"P,,0",,,56,",,0",31,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USC00048122,"SHAFTER 6 E, CA US",35.4867,-119.1458,123.1,2009-11-30,0,",,0,0800",0,"P,,0",,,71,",,0",29,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
